Migrating to Setup (1)
Migrating to AddMissingIndexesToCustomValues (20091017214519)
Migrating to AddMissingIndexesToJournals (20091017214611)
Migrating to AddMissingIndexesToIssueRelations (20091017214644)
Migrating to AddMissingIndexesToWikiRedirects (20091017214720)
Migrating to AddMissingIndexesToCustomFieldsTrackers (20091017214750)
Migrating to AddActivityIndexes (20091025163651)
Migrating to AddVersionsStatus (20091108092559)
Migrating to AddViewIssuesPermission (20091114105931)
Migrating to AddDefaultDoneRatioToIssueStatus (20091123212029)
Migrating to AddVersionsSharing (20091205124427)
Migrating to AddLftAndRgtIndexesToProjects (20091220183509)
Migrating to AddIndexToSettingsName (20091220183727)
Migrating to AddIndexesToIssueStatus (20091220184736)
Migrating to RemoveEnumerationsOpt (20091225164732)
Migrating to ChangeWikiContentsTextLimit (20091227112908)
Migrating to ChangeUsersMailNotificationToString (20100129193402)
Migrating to UpdateMailNotificationValues (20100129193813)
Migrating to AddIndexOnChangesetsScmid (20100221100219)
Migrating to AddIssuesNestedSetsColumns (20100313132032)
Migrating to AddIndexOnIssuesNestedSet (20100313171051)
Migrating to ChangeChangesPathLengthLimit (20100705164950)
Migrating to EnableCalendarAndGanttModulesWhereAppropriate (20100819172912)
Migrating to AddUniqueIndexOnMembers (20101104182107)
Migrating to AddCustomFieldsVisible (20101107130441)
Migrating to ChangeProjectsNameLimit (20101114115114)
Migrating to ChangeProjectsIdentifierLimit (20101114115359)
Migrating to AddWorkflowsAssigneeAndAuthor (20110220160626)
Migrating to AddUsersSalt (20110223180944)
Migrating to SaltUserPasswords (20110223180953)
Migrating to AddRepositoriesPathEncoding (20110224000000)
Migrating to ChangeRepositoriesPasswordLimit (20110226120112)
Migrating to ChangeAuthSourcesAccountPasswordLimit (20110226120132)
Migrating to ChangeJournalDetailsValuesToText (20110227125750)
Migrating to AddRepositoriesLogEncoding (20110228000000)
Migrating to CopyRepositoriesLogEncoding (20110228000100)
Migrating to AddIndexToUsersType (20110401192910)
Migrating to AddRolesIssuesVisibility (20110408103312)
Migrating to AddIssuesIsPrivate (20110412065600)
Migrating to AddRepositoriesExtraInfo (20110511000000)
Migrating to CreateChangesetParents (20110902000000)
Migrating to AddUniqueIndexToIssueRelations (20111201201315)
Migrating to AddRepositoriesIdentifier (20120115143024)
Migrating to AddRepositoriesIsDefault (20120115143100)
Migrating to SetDefaultRepositories (20120115143126)
Migrating to AddCustomFieldsMultiple (20120127174243)
Migrating to ChangeUsersLoginLimit (20120205111326)
Migrating to ChangeAttachmentsContainerDefaults (20120223110929)
Migrating to AddAuthSourcesFilter (20120301153455)
Migrating to ChangeRepositoriesToFullSti (20120422150750)
Migrating to AddTrackersFieldsBits (20120705074331)
Migrating to AddAuthSourcesTimeout (20120707064544)
Migrating to AddWorkflowsType (20120714122000)
Migrating to UpdateWorkflowsToSti (20120714122100)
Migrating to AddWorkflowsRuleFields (20120714122200)
Migrating to AddBoardsParentId (20120731164049)
Migrating to AddJournalsPrivateNotes (20120930112914)
Migrating to AddEnumerationsPositionName (20121026002032)
Migrating to PopulateEnumerationsPositionName (20121026003537)
Migrating to AddQueriesType (20121209123234)
Migrating to UpdateQueriesToSti (20121209123358)
Migrating to AddAttachmentsDiskDirectory (20121213084931)
Migrating to SplitDocumentsPermissions (20130110122628)
Migrating to AddUniqueIndexOnTokensValue (20130201184705)
Migrating to AddProjectsInheritMembers (20130202090625)
Migrating to AddUniqueIndexOnCustomFieldsTrackers (20130207175206)
Migrating to AddUniqueIndexOnCustomFieldsProjects (20130207181455)
Migrating to ChangeUsersLastnameLengthTo255 (20130215073721)
Migrating to AddIssuesClosedOn (20130215111127)
Migrating to PopulateIssuesClosedOn (20130215111141)
Migrating to RemoveIssuesDefaultFkValues (20130217094251)
Migrating to CreateQueriesRoles (20130602092539)
Migrating to AddQueriesVisibility (20130710182539)
Migrating to CreateCustomFieldsRoles (20130713104233)
Migrating to AddQueriesOptions (20130713111657)
Migrating to AddUsersMustChangePasswd (20130729070143)
Migrating to RemoveEolsFromAttachmentsFilename (20130911193200)
Migrating to SupportForMultipleCommitKeywords (20131004113137)
Migrating to AddRepositoriesCreatedOn (20131005100610)
Migrating to AddCustomFieldsFormatStore (20131124175346)
Migrating to AddCustomFieldsDescription (20131210180802)
Migrating to RemoveCustomFieldsMinMaxLengthDefaultValues (20131214094309)
Migrating to StoreRelationTypeInJournalDetails (20131215104612)
Migrating to DeleteOrphanTimeEntriesCustomValues (20131218183023)
Migrating to ChangeChangesetsCommentsLimit (20140228130325)
Migrating to AddPasswordChangedAtToUser (20140903143914)
Migrating to InsertBuiltinGroups (20140920094058)
Migrating to AddTrackersDefaultStatusId (20141029181752)
Migrating to RemoveIssueStatusesIsDefault (20141029181824)
Migrating to AddRolesUsersVisibility (20141109112308)
Migrating to AddWikiRedirectsRedirectsToWikiId (20141122124142)
Migrating to CreateEmailAddresses (20150113194759)
Migrating to PopulateEmailAddresses (20150113211532)
Migrating to RemoveUsersMail (20150113213922)
Migrating to AddEmailAddressesUserIdIndex (20150113213955)
Migrating to ReplaceMoveIssuesPermission (20150208105930)
Migrating to ChangeDocumentsTitleLimit (20150510083747)
Migrating to ClearEstimatedHoursOnParentIssues (20150525103953)
Migrating to AddRolesTimeEntriesVisibility (20150526183158)
Migrating to AddRolesAllRolesManaged (20150528084820)
Migrating to CreateRolesManagedRoles (20150528092912)
Migrating to AddUniqueIndexOnRolesManagedRoles (20150528093249)
Migrating to InsertAllowedStatusesForNewIssues (20150725112753)
Migrating to CreateImports (20150730122707)
Migrating to CreateImportItems (20150730122735)
Migrating to ChangeTimeEntriesCommentsLimitTo1024 (20150921204850)
Migrating to ChangeWikiContentsCommentsLimitTo1024 (20150921210243)
Migrating to ChangeAttachmentsFilesizeLimitTo8 (20151020182334)
Migrating to FixCommaInUserFormatSettingValue (20151020182731)
Migrating to ChangeIssueCategoriesNameLimitTo60 (20151021184614)
Migrating to ChangeAuthSourcesFilterToText (20151021185456)
Migrating to ChangeUserPreferencesHideMailDefaultToTrue (20151021190616)
Migrating to AddTokensUpdatedOn (20151024082034)
Migrating to CreateCustomFieldEnumerations (20151025072118)
Migrating to AddProjectsDefaultVersionId (20151031095005)
Migrating to ForcePasswordResetDuringSetup (20160404080304)
Migrating to RemovePositionDefaults (20160416072926)
Migrating to AddRolesSettings (20160529063352)
Migrating to AddTrackerIdIndexToWorkflows (20161001122012)
Migrating to AddIndexOnMemberRolesInheritedFrom (20161002133421)
Migrating to ChangeIssuesDescriptionLimit (20161010081301)
Migrating to ChangeJournalDetailsValueLimit (20161010081528)
Migrating to ChangeJournalsNotesLimit (20161010081600)
Migrating to AddIndexOnChangesetsIssuesIssueId (20161126094932)
Migrating to AddIndexOnIssuesParentId (20161220091118)
Migrating to AddIndexOnDiskFilenameToAttachments (20170207050700)
Migrating to ChangeAttachmentsDigestLimitTo64 (20170302015225)
Migrating to AddProjectDefaultAssignedToId (20170309214320)
Migrating to ChangeRepositoriesExtraInfoLimit (20170320051650)
Migrating to AddViewNewsToAllExistingRoles (20170418090031)
Migrating to AddViewMessagesToAllExistingRoles (20170419144536)
Started GET "/452a4284c53b56d101068b2b556909d1" for 95.163.113.160 at 2017-10-16 14:54:35 +0000

ActionController::RoutingError (No route matches [GET] "/452a4284c53b56d101068b2b556909d1"):
  actionpack (4.2.8) lib/action_dispatch/middleware/debug_exceptions.rb:21:in `call'
  actionpack (4.2.8) lib/action_dispatch/middleware/show_exceptions.rb:30:in `call'
  railties (4.2.8) lib/rails/rack/logger.rb:38:in `call_app'
  railties (4.2.8) lib/rails/rack/logger.rb:20:in `block in call'
  activesupport (4.2.8) lib/active_support/tagged_logging.rb:68:in `block in tagged'
  activesupport (4.2.8) lib/active_support/tagged_logging.rb:26:in `tagged'
  activesupport (4.2.8) lib/active_support/tagged_logging.rb:68:in `tagged'
  railties (4.2.8) lib/rails/rack/logger.rb:20:in `call'
  actionpack (4.2.8) lib/action_dispatch/middleware/request_id.rb:21:in `call'
  rack (1.6.8) lib/rack/methodoverride.rb:22:in `call'
  rack (1.6.8) lib/rack/runtime.rb:18:in `call'
  activesupport (4.2.8) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
  actionpack (4.2.8) lib/action_dispatch/middleware/static.rb:120:in `call'
  rack (1.6.8) lib/rack/content_length.rb:15:in `call'
  rack (1.6.8) lib/rack/sendfile.rb:113:in `call'
  railties (4.2.8) lib/rails/engine.rb:518:in `call'
  railties (4.2.8) lib/rails/application.rb:165:in `call'
  rack (1.6.8) lib/rack/lock.rb:17:in `call'
  rack (1.6.8) lib/rack/content_length.rb:15:in `call'
  rack (1.6.8) lib/rack/handler/webrick.rb:88:in `service'
  /usr/local/lib/ruby/2.4.0/webrick/httpserver.rb:140:in `service'
  /usr/local/lib/ruby/2.4.0/webrick/httpserver.rb:96:in `run'
  /usr/local/lib/ruby/2.4.0/webrick/server.rb:290:in `block in start_thread'


Started GET "/json" for 95.163.113.160 at 2017-10-16 14:54:35 +0000

ActionController::RoutingError (No route matches [GET] "/json"):
  actionpack (4.2.8) lib/action_dispatch/middleware/debug_exceptions.rb:21:in `call'
  actionpack (4.2.8) lib/action_dispatch/middleware/show_exceptions.rb:30:in `call'
  railties (4.2.8) lib/rails/rack/logger.rb:38:in `call_app'
  railties (4.2.8) lib/rails/rack/logger.rb:20:in `block in call'
  activesupport (4.2.8) lib/active_support/tagged_logging.rb:68:in `block in tagged'
  activesupport (4.2.8) lib/active_support/tagged_logging.rb:26:in `tagged'
  activesupport (4.2.8) lib/active_support/tagged_logging.rb:68:in `tagged'
  railties (4.2.8) lib/rails/rack/logger.rb:20:in `call'
  actionpack (4.2.8) lib/action_dispatch/middleware/request_id.rb:21:in `call'
  rack (1.6.8) lib/rack/methodoverride.rb:22:in `call'
  rack (1.6.8) lib/rack/runtime.rb:18:in `call'
  activesupport (4.2.8) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
  actionpack (4.2.8) lib/action_dispatch/middleware/static.rb:120:in `call'
  rack (1.6.8) lib/rack/content_length.rb:15:in `call'
  rack (1.6.8) lib/rack/sendfile.rb:113:in `call'
  railties (4.2.8) lib/rails/engine.rb:518:in `call'
  railties (4.2.8) lib/rails/application.rb:165:in `call'
  rack (1.6.8) lib/rack/lock.rb:17:in `call'
  rack (1.6.8) lib/rack/content_length.rb:15:in `call'
  rack (1.6.8) lib/rack/handler/webrick.rb:88:in `service'
  /usr/local/lib/ruby/2.4.0/webrick/httpserver.rb:140:in `service'
  /usr/local/lib/ruby/2.4.0/webrick/httpserver.rb:96:in `run'
  /usr/local/lib/ruby/2.4.0/webrick/server.rb:290:in `block in start_thread'


Started GET "/redmine" for 179.10.11.43 at 2017-10-16 15:16:07 +0000

ActionController::RoutingError (No route matches [GET] "/redmine"):
  actionpack (4.2.8) lib/action_dispatch/middleware/debug_exceptions.rb:21:in `call'
  actionpack (4.2.8) lib/action_dispatch/middleware/show_exceptions.rb:30:in `call'
  railties (4.2.8) lib/rails/rack/logger.rb:38:in `call_app'
  railties (4.2.8) lib/rails/rack/logger.rb:20:in `block in call'
  activesupport (4.2.8) lib/active_support/tagged_logging.rb:68:in `block in tagged'
  activesupport (4.2.8) lib/active_support/tagged_logging.rb:26:in `tagged'
  activesupport (4.2.8) lib/active_support/tagged_logging.rb:68:in `tagged'
  railties (4.2.8) lib/rails/rack/logger.rb:20:in `call'
  actionpack (4.2.8) lib/action_dispatch/middleware/request_id.rb:21:in `call'
  rack (1.6.8) lib/rack/methodoverride.rb:22:in `call'
  rack (1.6.8) lib/rack/runtime.rb:18:in `call'
  activesupport (4.2.8) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
  actionpack (4.2.8) lib/action_dispatch/middleware/static.rb:120:in `call'
  rack (1.6.8) lib/rack/content_length.rb:15:in `call'
  rack (1.6.8) lib/rack/sendfile.rb:113:in `call'
  railties (4.2.8) lib/rails/engine.rb:518:in `call'
  railties (4.2.8) lib/rails/application.rb:165:in `call'
  rack (1.6.8) lib/rack/lock.rb:17:in `call'
  rack (1.6.8) lib/rack/content_length.rb:15:in `call'
  rack (1.6.8) lib/rack/handler/webrick.rb:88:in `service'
  /usr/local/lib/ruby/2.4.0/webrick/httpserver.rb:140:in `service'
  /usr/local/lib/ruby/2.4.0/webrick/httpserver.rb:96:in `run'
  /usr/local/lib/ruby/2.4.0/webrick/server.rb:290:in `block in start_thread'


Started GET "/" for 179.10.11.43 at 2017-10-16 15:17:08 +0000
Processing by WelcomeController#index as HTML
  Current user: anonymous
  Rendered welcome/index.html.erb within layouts/base (38.7ms)
Completed 200 OK in 634ms (Views: 343.4ms | ActiveRecord: 36.8ms)
Started GET "/redmine" for 150.70.188.166 at 2017-10-16 15:21:25 +0000

ActionController::RoutingError (No route matches [GET] "/redmine"):
  actionpack (4.2.8) lib/action_dispatch/middleware/debug_exceptions.rb:21:in `call'
  actionpack (4.2.8) lib/action_dispatch/middleware/show_exceptions.rb:30:in `call'
  railties (4.2.8) lib/rails/rack/logger.rb:38:in `call_app'
  railties (4.2.8) lib/rails/rack/logger.rb:20:in `block in call'
  activesupport (4.2.8) lib/active_support/tagged_logging.rb:68:in `block in tagged'
  activesupport (4.2.8) lib/active_support/tagged_logging.rb:26:in `tagged'
  activesupport (4.2.8) lib/active_support/tagged_logging.rb:68:in `tagged'
  railties (4.2.8) lib/rails/rack/logger.rb:20:in `call'
  actionpack (4.2.8) lib/action_dispatch/middleware/request_id.rb:21:in `call'
  rack (1.6.8) lib/rack/methodoverride.rb:22:in `call'
  rack (1.6.8) lib/rack/runtime.rb:18:in `call'
  activesupport (4.2.8) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
  actionpack (4.2.8) lib/action_dispatch/middleware/static.rb:120:in `call'
  rack (1.6.8) lib/rack/content_length.rb:15:in `call'
  rack (1.6.8) lib/rack/sendfile.rb:113:in `call'
  railties (4.2.8) lib/rails/engine.rb:518:in `call'
  railties (4.2.8) lib/rails/application.rb:165:in `call'
  rack (1.6.8) lib/rack/lock.rb:17:in `call'
  rack (1.6.8) lib/rack/content_length.rb:15:in `call'
  rack (1.6.8) lib/rack/handler/webrick.rb:88:in `service'
  /usr/local/lib/ruby/2.4.0/webrick/httpserver.rb:140:in `service'
  /usr/local/lib/ruby/2.4.0/webrick/httpserver.rb:96:in `run'
  /usr/local/lib/ruby/2.4.0/webrick/server.rb:290:in `block in start_thread'


Started GET "/" for 52.27.2.86 at 2017-10-16 15:21:38 +0000
Processing by WelcomeController#index as */*
  Current user: anonymous
  Rendered welcome/index.html.erb within layouts/base (9.0ms)
Completed 200 OK in 102ms (Views: 56.4ms | ActiveRecord: 13.7ms)
Started GET "/login" for 179.10.11.43 at 2017-10-16 15:28:52 +0000
Processing by AccountController#login as HTML
  Current user: anonymous
  Rendered account/login.html.erb within layouts/base (19.8ms)
Completed 200 OK in 118ms (Views: 94.3ms | ActiveRecord: 7.8ms)
Started POST "/login" for 179.10.11.43 at 2017-10-16 15:29:13 +0000
Processing by AccountController#login as HTML
  Parameters: {"utf8"=>"✓", "authenticity_token"=>"jKwawqrNWg8rbFu+lzY4IZOeBOZLM9bxq31nsgiAmbbgDKFN/CufgOAkp6zu+c3xzqwpOhoGl/f4eVAVnn9ubQ==", "back_url"=>"http://104.131.117.134:8080/", "username"=>"admin", "password"=>"[FILTERED]", "login"=>"Entrar"}
  Current user: anonymous
Failed login for 'admin' from 179.10.11.43 at 2017-10-16 15:29:13 UTC
  Rendered account/login.html.erb within layouts/base (2.9ms)
Completed 200 OK in 45ms (Views: 23.2ms | ActiveRecord: 3.1ms)
Started POST "/login" for 179.10.11.43 at 2017-10-16 15:29:16 +0000
Processing by AccountController#login as HTML
  Parameters: {"utf8"=>"✓", "authenticity_token"=>"PBhP5En0T3u3TMlTuLDypwGLjBOjqnUTK9ugDG2w7OhQuPRrHxKK9HwENUHBfwd3XLmhz/KfNBV435er+08bMw==", "back_url"=>"http://104.131.117.134:8080/", "username"=>"admin", "password"=>"[FILTERED]", "login"=>"Entrar"}
  Current user: anonymous
Successful authentication for 'admin' from 179.10.11.43 at 2017-10-16 15:29:16 UTC
Redirected to http://104.131.117.134:8080/
Completed 302 Found in 37ms (ActiveRecord: 8.4ms)
Started GET "/" for 179.10.11.43 at 2017-10-16 15:29:16 +0000
Processing by WelcomeController#index as HTML
  Current user: admin (id=1)
Redirected to http://104.131.117.134:8080/my/password
Filter chain halted as :check_password_change rendered or redirected
Completed 302 Found in 25ms (ActiveRecord: 8.6ms)
Started GET "/my/password" for 179.10.11.43 at 2017-10-16 15:29:17 +0000
Processing by MyController#password as HTML
  Current user: admin (id=1)
  Rendered my/password.html.erb within layouts/base (14.5ms)
Completed 200 OK in 171ms (Views: 142.1ms | ActiveRecord: 19.2ms)
Started POST "/my/password" for 179.10.11.43 at 2017-10-16 15:29:28 +0000
Processing by MyController#password as HTML
  Parameters: {"utf8"=>"✓", "authenticity_token"=>"mYkb3f8KDm+ae7NJEliNXXpOvLC+CXs4tJd5Rccaq5kPUAblkTYA5ufAEtuQZo7Z/v5Jej+We6QFqFRcdY3o0w==", "password"=>"[FILTERED]", "new_password"=>"[FILTERED]", "new_password_confirmation"=>"[FILTERED]", "commit"=>"Aplicar"}
  Current user: admin (id=1)
Redirected to http://104.131.117.134:8080/my/account
Completed 302 Found in 89ms (ActiveRecord: 11.8ms)
Started GET "/my/account" for 179.10.11.43 at 2017-10-16 15:29:28 +0000
Processing by MyController#account as HTML
  Current user: admin (id=1)
  Rendered users/_mail_notifications.html.erb (8.4ms)
  Rendered users/_preferences.html.erb (386.3ms)
  Rendered my/_sidebar.html.erb (12.9ms)
  Rendered my/account.html.erb within layouts/base (1761.2ms)
Completed 200 OK in 1782ms (Views: 1766.2ms | ActiveRecord: 10.4ms)
Started POST "/my/account" for 179.10.11.43 at 2017-10-16 15:30:49 +0000
Processing by MyController#account as HTML
  Parameters: {"utf8"=>"✓", "authenticity_token"=>"Ir+xuOrSt9QonVDZ+HLG5xzFPzVDfHszQEpy41EhC0K0ZqyAhO65XVUm8Ut6TMVjmHXK/8Lje6/xdV/647ZICA==", "user"=>{"firstname"=>"Pavo", "lastname"=>"Admin", "mail"=>"leonardo@pavo.com.br", "language"=>"pt-BR", "mail_notification"=>"all", "notified_project_ids"=>[""]}, "commit"=>"Salvar", "pref"=>{"no_self_notified"=>"1", "hide_mail"=>"1", "time_zone"=>"", "comments_sorting"=>"asc", "warn_on_leaving_unsaved"=>"1", "textarea_font"=>""}}
  Current user: admin (id=1)
  Rendered mailer/security_notification.text.erb within layouts/mailer (11.0ms)
  Rendered mailer/security_notification.html.erb within layouts/mailer (3.6ms)
Redirected to http://104.131.117.134:8080/my/account
Completed 302 Found in 826ms (ActiveRecord: 44.3ms)
Started GET "/my/account" for 179.10.11.43 at 2017-10-16 15:30:50 +0000
Processing by MyController#account as HTML
  Current user: admin (id=1)
  Rendered users/_mail_notifications.html.erb (4.9ms)
  Rendered users/_preferences.html.erb (32.0ms)
  Rendered my/_sidebar.html.erb (4.2ms)
  Rendered my/account.html.erb within layouts/base (49.5ms)
Completed 200 OK in 65ms (Views: 54.2ms | ActiveRecord: 6.0ms)
Started GET "/admin" for 179.10.11.43 at 2017-10-16 15:30:54 +0000
Processing by AdminController#index as HTML
  Current user: admin (id=1)
  Rendered admin/_no_data.html.erb (3.5ms)
  Rendered admin/_menu.html.erb (4.5ms)
  Rendered admin/index.html.erb within layouts/admin (11.9ms)
  Rendered layouts/base.html.erb (9.9ms)
Completed 200 OK in 46ms (Views: 30.1ms | ActiveRecord: 6.7ms)
Started POST "/admin/default_configuration" for 179.10.11.43 at 2017-10-16 15:30:56 +0000
Processing by AdminController#default_configuration as HTML
  Parameters: {"utf8"=>"✓", "authenticity_token"=>"EKj//6Zqp7LxabH8JOjIHrIXQFDRFzo11NxeQl7l76eGceLHyFapO4zSEG6m1suaNqe1mlCIOqll43Nb7HKs7Q==", "lang"=>"pt-BR", "commit"=>"Carregar a configuração padrão"}
  Current user: admin (id=1)
Redirected to http://104.131.117.134:8080/admin
Completed 302 Found in 1437ms (ActiveRecord: 387.1ms)
Started GET "/admin" for 179.10.11.43 at 2017-10-16 15:30:58 +0000
Processing by AdminController#index as HTML
  Current user: admin (id=1)
  Rendered admin/_menu.html.erb (6.2ms)
  Rendered admin/index.html.erb within layouts/admin (7.0ms)
  Rendered layouts/base.html.erb (19.1ms)
Completed 200 OK in 41ms (Views: 25.6ms | ActiveRecord: 7.6ms)
Started GET "/settings" for 179.10.11.43 at 2017-10-16 15:31:01 +0000
Processing by SettingsController#index as HTML
  Current user: admin (id=1)
  Rendered settings/_general.html.erb (12.6ms)
  Rendered settings/_display.html.erb (16.5ms)
  Rendered settings/_authentication.html.erb (33.6ms)
  Rendered settings/_api.html.erb (3.1ms)
  Rendered settings/_projects.html.erb (13.4ms)
  Rendered queries/_columns.html.erb (13.6ms)
  Rendered settings/_issues.html.erb (64.7ms)
  Rendered settings/_timelog.html.erb (3.7ms)
  Rendered settings/_attachments.html.erb (9.0ms)
  Rendered settings/_notifications.html.erb (2.0ms)
  Rendered settings/_mail_handler.html.erb (8.2ms)
  Rendered settings/_repositories.html.erb (628.7ms)
